44165,2010,PHYS,491,0,PS,3046
44177,2010,CELT,490,20,,
44197,2010,CELT,420,0,IM,113
44198,2010,NURS,498,11,,
44220,2010,ESCI,365,10,PS,2041
44328,2010,EXEL,100,0,,
44329,2010,ART,115,23,AR,0
44330,2010,ART,115,22,AR,0
44331,2010,ART,141,12,NH,B19
44332,2010,ART,142,22,NH,B19
44333,2010,ART,145,12,AR,0
44334,2010,ART,350,0,NH,124
44335,2010,ART,370,0,NH,138
44339,2010,BIOL,317,20,,
44341,2010,BIOL,417,20,BB,250
44343,2010,BIOL,321,10,NH,24
44345,2010,BIOL,322,20,NH,B23
44354,2010,CELT,361,10,,
44355,2010,CELT,362,20,,
44358,2010,PHIL,351,10,NH,20
44359,2010,PHIL,352,20,SC,14
44367,2010,CLAS,110,0,NH,120
44369,2010,ECON,241,10,NH,17
44377,2010,ECON,490,0,NH,320
44379,2010,ENGL,265,11,NH,19
44380,2010,ENGL,229,0,NH,24
44385,2010,ENGL,340,11,NH,18
44386,2010,ENGL,340,13,NH,125
44395,2010,HKIN,352,10,OC,207
44400,2010,HNU,445,10,BB,337
44402,2010,HNU,461,20,BB,236
44405,2010,RELS,340,0,NH,21
44406,2010,RELS,383,10,EG,21
44409,2010,RELS,385,20,AX,23A
44410,2010,RELS,110,12,NH,118
44411,2010,RELS,310,0,AG,101
44412,2010,FREN,300,0,IM,113
44414,2010,FREN,346,0,IM,113
44419,2010,ART,240,10,AR,0
44421,2010,FREN,314,0,IM,201
44428,2010,PHYS,325,10,NH,127
44432,2010,PHYS,201,20,NH,119
44437,2010,PSCI,341,10,NH,124
44445,2010,PSCI,315,10,NH,18
44453,2010,SOCI,301,10,NH,21
44454,2010,ANTH,303,10,NH,B26
44455,2010,ANTH,304,20,BB,305
44456,2010,SOCI,306,10,BB,337
44458,2010,ANTH,315,0,NH,125
44459,2010,SOCI,322,10,AX,124
44470,2010,SOCI,328,10,BB,337
44471,2010,ANTH,418,10,AX,124
44472,2010,SOCI,426,20,AX,113
44474,2010,DEVS,405,10,NH,24
44475,2010,INFO,135,21,NH,18
44476,2010,INFO,325,21,AG,101
44477,2010,INFO,245,11,SC,13
44479,2010,INFO,448,20,NH,B22
44481,2010,STAT,334,20,AX,23A
44492,2010,INFO,445,10,NH,B22
44493,2010,INFO,446,12,NH,21
44494,2010,INFO,348,10,BB,334
44496,2010,INFO,418,20,BB,334
44498,2010,ESCI,246,10,,
44499,2010,ESCI,271,20,NH,16
44500,2010,ESCI,272,10,AG,105
44501,2010,ESCI,275,20,,
44508,2010,INFO,151,10,NH,123LAB
44514,2010,ESCI,366,20,PS,2041
44520,2010,HIST,260,0,NH,21
44525,2010,HIST,343,20,NH,21
44526,2010,HIST,351,10,SC,13
44528,2010,MUSI,315,10,AQ,102
44530,2010,PSYC,375,0,NH,18
44535,2010,WMNS,311,10,EG,21
44536,2010,WMNS,229,0,NH,24
44542,2010,MUSI,219,10,NH,138
44546,2010,ENGL,317,10,NH,125
44547,2010,ART,387,0,AR,0
44548,2010,NURS,250,10,,
44549,2010,ENGL,340,12,NH,20
44552,2010,ENGL,250,13,SC,11
44553,2010,HIST,255,10,NH,24
44554,2010,HIST,256,20,AG,105
44555,2010,HIST,337,10,NH,B24
44562,2010,HKIN,397,20,,
44563,2010,NURS,125,11,MA,110
44564,2010,NURS,125,12,MA,110
44565,2010,NURS,125,13,MA,110
44566,2010,HIST,100,14,BB,236
44570,2010,NURS,405,13,MB,101
44571,2010,NURS,491,10,CA,7
44572,2010,NURS,415,10,MB,101
44575,2010,NURS,493,20,MA,15
44590,2010,BSAD,415,12,NH,21
44592,2010,BSAD,432,10,NH,B21
44595,2010,BSAD,435,20,NH,125
44596,2010,BSAD,446,20,NH,B26
44597,2010,BSAD,461,10,NH,B19
44599,2010,BSAD,466,10,NH,B26
44600,2010,BSAD,471,21,NH,B19
44601,2010,BSAD,471,22,NH,B19
44603,2010,SOCI,364,20,BB,305
44611,2010,INFO,131,20,BB,334
44612,2010,BIOL,407,20,BB,236
44614,2010,HNU,261,12,EG,22
44625,2010,PHYS,443,20,NH,127
44626,2010,PHYS,476,10,PS,3046
44647,2010,NURS,235,10,MB,1
44652,2010,NURS,275,12,,
44678,2010,BIOL,307,0,,
44686,2010,BIOL,403,20,BB,250
44690,2010,ART,260,10,NH,124
44691,2010,HKIN,441,10,OC,207
44692,2010,HKIN,445,10,OC,A209
44702,2010,HKIN,385,10,OC,A209
44703,2010,HKIN,445,20,OC,A209
44714,2010,HNU,493,0,,
44718,2010,SOCI,233,11,OC,A209
44721,2010,HIST,200,13,NH,125
44756,2010,CHEM,375,0,,
44760,2010,INFO,498,10,,
44768,2010,CSCI,162,20,NH,19
44788,2010,PHIL,399,11,,
44789,2010,PHIL,489,20,,
44805,2010,MUSI,391,0,,
44816,2010,MATH,111,20,,
44854,2010,ENGR,228,20,EG,22
